Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5498,Madden NFL 09,DS,2008,Sports,Electronic Arts,0.3,0,0,0.03,0.33
5499,MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5500,Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0,0.05,0.33
5501,Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5502,Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33
5503,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
5504,Scooby-Doo! First Frights,PS2,2009,Action,Warner Bros. Interactive Entertainment,0.14,0.03,0,0.16,0.33
5505,Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.26,0.06,0,0.01,0.33
5506,GT Advance Championship Racing,GBA,2001,Racing,THQ,0.24,0.09,0,0.01,0.33
5507,Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33
5508,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
5509,Custom Robo,N64,1999,Role-Playing,Nintendo,0,0,0.29,0.04,0.33
5510,BattleTanx,N64,1998,Action,3DO,0.26,0.06,0,0,0.33
5511,Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,0,0,0.33,0,0.33
5512,Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.12,0.01,0.03,0.33
5513,Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,0.18,0.12,0,0.02,0.33
5514,Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33
5515,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
5516,DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0,0.02,0.33
5517,Clock Tower 3,PS2,2002,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33
5518,Battle Dodge Ball,SNES,1991,Sports,Banpresto,0,0,0.33,0,0.33
5519,Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,0.31,0,0,0.02,0.33
5520,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
5521,Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.25,0.07,0,0.01,0.33
5522,Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33
5523,"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,0.11,0.14,0,0.08,0.33
5524,F1 2013,X360,2013,Racing,Codemasters,0.01,0.28,0,0.03,0.33
5525,Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,0.33
5526,NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04,0.33
5527,SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5528,DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,0.09,0.16,0,0.09,0.33
5529,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
5530,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.25,0.07,0,0.01,0.33
5531,My Baby: First Steps,DS,2009,Simulation,SouthPeak Games,0.28,0.03,0,0.02,0.33
5532,MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,0.33
5533,The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.2,0.1,0,0.03,0.33
5534,Parodius,PS,1994,Shooter,Konami Digital Entertainment,0,0,0.31,0.02,0.33
5535,Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,0.24,0.09,0,0.01,0.33
5536,Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega,0,0,0.33,0,0.33
5537,1001 Touch Games,DS,2011,Action,Avanquest,0.12,0.17,0,0.04,0.33
5538,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.33
5539,Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,0.24,0.09,0,0.01,0.33
5540,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
5541,Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,0.32,0.01,0.33
5542,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Bandai Namco Games,0,0,0.33,0,0.33
5543,Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.19,0.12,0,0.03,0.33
5544,Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0,0.03,0.33
5545,MySims SkyHeroes,DS,2010,Action,Electronic Arts,0.22,0.08,0,0.03,0.33
5546,MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33
5547,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,Rocket Company,0,0,0.33,0,0.33
5548,"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,0.14,0.16,0,0.03,0.33
5549,Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.33
5550,DX Game of Life 2,PS,1997,Misc,Takara,0,0,0.31,0.02,0.33
5551,EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5552,NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33
5553,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
5554,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,0.39,2.49
5555,Dragon Ball Z: Extreme Butoden,N3DS,2015,Fighting,Bandai Namco Games,0.12,0.03,0.16,0.02,0.33
5556,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,0,0,0.33,0,0.33
5557,Sniper Elite 3,XOne,2014,Shooter,505 Games,0.19,0.11,0,0.03,0.33
5558,Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01,0.33
5559,Dead Island,PS3,2011,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29
5560,Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0,0,0.33
5561,Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.13,0,0.19,0.01,0.33
5562,LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.1,0.15,0,0.07,0.33
5563,NBA Live 06,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33
5564,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0,0,0.02,0.33
5565,Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0,0,0.33
5566,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0,0.03,0.33
5567,Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,0.3,0,0,0.02,0.33
5568,Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33
5569,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.22,0.01,0.08,0.02,0.33
5570,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,0.3,0.02,0.33
5571,Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01,0.33
5572,Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,0.16,0.12,0,0.04,0.33
5573,God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.14,0.1,0.01,0.07,0.33
5574,Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0,0.05,0.33
5575,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25
5576,Overlord II,X360,2009,Action,Codemasters,0.15,0.14,0,0.03,0.32
5577,NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.3,0,0,0.03,0.32
5578,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19
5579,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32
5580,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01,0.32
5581,Nicktoons: Movin',PS2,2004,Action,THQ,0.16,0.12,0,0.04,0.32
5582,One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Bandai Namco Games,0,0,0.32,0,0.32
5583,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.04,0.32
5584,SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,0.16,0.12,0,0.04,0.32
5585,Championship Bass,PS,1999,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32
5586,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11
5587,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32
5588,Dark Souls,PS3,2011,Role-Playing,Bandai Namco Games,0.75,0.54,0.54,0.23,2.07
5589,Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.3,0,0,0.03,0.32
5590,Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0,0.03,0.32
5591,NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0,0,0.02,0.32
5592,Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.02,0.32
5593,Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.17,0.01,0.12,0.01,0.32
5594,NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,0.3,0.02,0,0,0.32
5595,Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0,0,0.32,0,0.32
5596,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32
5597,Tekken 6,PSP,2009,Fighting,Bandai Namco Games,0.15,0.04,0.1,0.03,0.32
5598,Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
5599,Beautiful Katamari,X360,2007,Puzzle,Bandai Namco Games,0.14,0.02,0.15,0.02,0.32
5600,Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5601,NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01,0.32
5602,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04
5603,Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,0,0,0.3,0.02,0.32
5604,Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.12,0.13,0,0.08,0.32
5605,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,0.22,0.08,0,0.03,0.32
5606,Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32
5607,Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0,0.27,0,0.05,0.32
5608,Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0,0.03,0.32
5609,The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.13,0,0.03,0.32
5610,Prey,X360,2006,Shooter,Take-Two Interactive,0.27,0.03,0,0.03,0.32
5611,Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.3,0,0,0.02,0.32
5612,OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32
5613,ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5614,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32
5615,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.02,0,0.03,0.32
5616,Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32
5617,Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.14,0,0.03,0.32
5618,Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,0.32,0,0.32
5619,Final Fantasy XI,PS2,2002,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32
5620,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.26,0,0.06,0.32
5621,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32
5622,TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.24,0,0.05,0.32
5623,The Biggest Loser,DS,2009,Sports,THQ,0.18,0.11,0,0.03,0.32
5624,Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0,0,0.02,0.32
5625,Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32
5626,Singularity,X360,2010,Shooter,Activision,0.24,0.05,0,0.02,0.32
5627,Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32
5628,SimAnimals,Wii,2009,Simulation,Electronic Arts,0.15,0.14,0,0.03,0.32
5629,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32
5630,Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
5631,Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0,0.32
5632,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0,0.02,0.32
5633,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0,0,0.32,0,0.32
5634,DiRT Rally,PS4,2016,Racing,Codemasters,0.03,0.24,0,0.05,0.32
5635,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01,0.32
5636,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32
5637,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0,0.28,0,0.04,0.32
5638,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5639,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0,0.03,0.32
5640,Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
5641,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0,0.02,0.32
5642,Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0,0.03,0.32
5643,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
5644,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0,0.3,0,0.02,0.32
5645,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0,0,0.32,0,0.32
5646,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,0.32,0,0.32
5647,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0,0,0.3,0.02,0.32
5648,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,Majesco Entertainment,0.23,0.08,0,0.01,0.32
5649,Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32
5650,Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.29,0,0,0.03,0.32
5651,SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0,0.01,0.32
5652,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0,0,0.32,0,0.32
5653,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.12,0,0.03,0.32
5654,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32
5655,Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,0.16,0.12,0,0.04,0.32
5656,7 Wonders II,DS,2009,Puzzle,Rondomedia,0.14,0.15,0,0.03,0.32
5657,"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,BAM! Entertainment,0.23,0.08,0,0.01,0.32
5658,Dragster,2600,1980,Racing,Activision,0.3,0.02,0,0,0.32
5659,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0,0,0.32
5660,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5661,Derby Stallion DS,DS,2008,Sports,Enterbrain,0,0,0.32,0,0.32
5662,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
5663,Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.18,0,0.1,0.32
5664,NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0,0.01,0.32
5665,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0,0.02,0.32
5666,Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0,0,0.32,0,0.32
5667,Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0,0,0.32,0,0.32
5668,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Bandai Namco Games,0,0,0.32,0,0.32
5669,Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0,0.01,0.32
5670,All-Star Baseball 2005,PS2,2004,Sports,Unknown,0.16,0.12,0,0.04,0.32
5671,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32
5672,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32
5673,Live A Live,SNES,1994,Role-Playing,SquareSoft,0,0,0.32,0,0.32
5674,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01,0.32
5675,Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.23,0.08,0,0.01,0.32
5676,UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32
5677,Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0,0.02,0.32
5678,Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0,0,0.02,0.32
5679,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0,0.01,0.32
5680,4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32
5681,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0,0.02,0.32
5682,Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0,0,0.32,0,0.32
5683,Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0,0.02,0.32
5684,Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32
5685,Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0,0.09,0.32
5686,Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.32
5687,BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.32
5688,"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32
5689,DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0,0.2,0.32
5690,WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.32
5691,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0,0,0.32,0,0.32
5692,Just Dance 2016,XOne,2015,Misc,Ubisoft,0.24,0.04,0,0.03,0.32
5693,Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.17,0.04,0.08,0.02,0.32
5694,Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,0.32,0,0.32
5695,Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0,0.01,0.32
5696,Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0,0.02,0.32
5697,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85
5698,Virtua Striker 2,DC,1999,Sports,Sega,0,0,0.32,0,0.32
5699,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0,0.05,0.32
5700,Dragon Ball: XenoVerse,XOne,2015,Fighting,Bandai Namco Games,0.18,0.11,0,0.03,0.31
5701,Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.12,0.14,0,0.05,0.31
5702,Fuel,X360,2009,Racing,Codemasters,0.09,0.19,0,0.04,0.31
5703,ExerBeat,Wii,2010,Sports,Bandai Namco Games,0.1,0.18,0,0.03,0.31
5704,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31
5705,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0,0,0.31,0,0.31
5706,Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0,0.01,0.31
5707,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0,0,0.02,0.31
5708,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5709,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31
5710,Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.25,0.04,0,0.02,0.31
5711,Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5712,Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.31
5713,Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.22,0.08,0,0.01,0.31
5714,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74
5715,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31
5716,Bust-A-Move Universe,N3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31
5717,Mario Golf,GB,1999,Action,Nintendo,0,0,0.31,0,0.31
5718,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5719,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0,0.02,0.31
5720,The Incredible Hulk,Wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31
5721,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31
5722,NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01,0.31
5723,FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31
5724,Barbie as The Island Princess,DS,2007,Adventure,Activision,0.28,0.01,0,0.02,0.31
5725,Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0,0.03,0.31
5726,Hatsune Miku: Project Mirai DX,N3DS,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31
5727,Dragon Ball Heroes: Ultimate Mission 2,N3DS,2014,Strategy,Bandai Namco Games,0,0,0.31,0,0.31
5728,Shrek: Forever After,DS,2010,Platform,Activision,0.19,0.1,0,0.03,0.31
5729,Sonic Generations,PS3,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63
5730,Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31
5731,Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
5732,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31
5733,Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0,0.01,0.31
5734,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31
5735,Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0,0.01,0.31
5736,Happy Feet,DS,2006,Action,Midway Games,0.27,0.01,0,0.02,0.31
5737,Einhänder,PS,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
5738,Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5739,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0,0,0.02,0.31
5740,Metro: Last Light,XOne,2014,Action,Deep Silver,0.15,0.13,0,0.03,0.31
5741,Dark Void,X360,2010,Action,Capcom,0.19,0.09,0,0.03,0.31
5742,Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31
5743,Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31
5744,SD Gundam G Generation Wars,PS2,2009,Strategy,Bandai Namco Games,0,0,0.31,0,0.31
5745,Dr. Seuss: How the Grinch Stole Christmas,DS,2007,Action,CokeM Interactive,0.29,0,0,0.02,0.31
5746,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0,0,0.31,0,0.31
5747,KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31
5748,Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0,0.01,0.31
5749,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005,Action,THQ,0.22,0.08,0,0.01,0.31
5750,Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,0,0,0.29,0.02,0.31
5751,Mega Man Maverick Hunter X,PSP,2005,Platform,Capcom,0.27,0.01,0,0.03,0.31
5752,Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value,0.29,0,0,0.02,0.31
5753,Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.31
5754,Jikkyou Powerful Pro Yakyuu 4,N64,1997,Sports,Konami Digital Entertainment,0,0,0.26,0.05,0.31
5755,Goemon's Great Adventure,N64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
5756,Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,0.25,0.06,0,0,0.31
5757,Vigilante 8,N64,1998,Racing,Activision,0.25,0.06,0,0,0.31
5758,Bass Hunter 64,N64,1999,Sports,Take-Two Interactive,0.25,0.06,0,0,0.31
5759,Doubutsu no Mori,N64,2001,Simulation,Nintendo,0,0,0.26,0.05,0.31
5760,Football Manager 2016,PC,2015,Simulation,Sega,0,0.29,0,0.02,0.31
